"","MState","MAge","Myear","MPlace","Enc_1995","Enc_1996","Enc_1997","Enc_1998","Enc_1999","Enc_2000","Enc_2001","Enc_2002","Enc_2003","Enc_2004","Enc_2005","Enc_2006","Enc_2007","Enc_2008","Enc_2009","Enc_2010","Enc_2011","Enc_2012","Enc_2013","Enc_2014","Enc_2015","Enc_2016","Enc_2017","Ch","Ad","uin"
"243","1","00",2006,"Österskär","0","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAS  922"
"248",NA,"00",2006,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0",76,0,NA
"249","1","00",2006,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAS  948"
"250","1","00",2006,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","64","0",1,0,"AAS  886"
"251","1","00",2006,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","88","0","0","0","0",1,0,"AAS  895"
"252","1","00",2006,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","88","88","0","0","0",1,0,"AAS  801"
"253","1","00",2006,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","37","0","0","40","0","0","0","42","0","0","0","0",1,0,"AAS  810"
"254","1","00",2006,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0",1,0,"AAS  871"
"255",NA,"00",2007,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",11,0,NA
"256","1","00",2007,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","6","0","0",1,0,"ABA  012"
"257","1","00",2007,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","36","0","0","0","36","0",1,0,"ABA  011"
"258","1","00",2007,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","6","6","0","0","6","6","6",1,0,"ABA  002"
"259",NA,"00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0",72,0,NA
"260","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","64",1,0,"ABA  065"
"261","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","64","0","0","0",1,0,"ABA  082"
"262","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","81","0","81","0",1,0,"ABA  052"
"263","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","81","0","0","0","0",1,0,"ABA  068"
"264","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","81","81","0","0","0",1,0,"ABA  078"
"265","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","30","0","0","30","0","30",1,0,"ABA  071"
"266","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","48","0","0","0","0","0",1,0,"ABA  156"
"267","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","42","0","0","0","0","0",1,0,"ABA  055"
"268","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","42","0","42","0","0","0",1,0,"ABA  103"
"269","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","42","0","42","0","0","0",1,0,"ABA  229"
"270","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","63","0","63","0","0","0","0",1,0,"ABA  067"
"271","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","76","0","0","0","0","0","0","0",1,0,"ABA  108"
"272","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","76","0","0","0","0","64","64","0",1,0,"ABA  062"
"273","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","46","0","0","0","0","64","0","64",1,0,"ABA  035"
"274","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","40","0","0","0","0","0","0","0",1,0,"ABA  151"
"275","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","39","0","0","0","0","0","0","0","0",1,0,"ABA  093"
"276","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0",1,0,"ABA  115"
"277","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","64","0","0","0",1,0,"ABA  087"
"278","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","38","0","0","0","0","0","0","0","0","0",1,0,"ABA  106"
"279","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","38","0","0","42","0","0","0","0","0","0",1,0,"ABA  104"
"280","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","38","0","0","42","0","0","0","42","0","0",1,0,"ABA  109"
"281","1","00",2007,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","49","38","0","40","0","0","0","0","42","0","0",1,0,"ABA  152"
"282",NA,"00",2007,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0",20,0,NA
"283","1","00",2007,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","18","0",1,0,"ABA  125"
"284","1","00",2007,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","18","0","18",1,0,"ABA  129"
"285","1","00",2007,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","64","0","0","0",1,0,"ABA  122"
"286","1","00",2007,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","18","0","0","0","0","48",1,0,"ABA  124"
"287",NA,"00",2007,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0",10,0,NA
"292",NA,"00",2007,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0",8,0,NA
"293",NA,"00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0",65,0,NA
"294","1","00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","64",1,0,"ABA  176"
"295","1","00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","36","0",1,0,"ABA  178"
"296","1","00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","64","0","0",1,0,"ABA  277"
"297","1","00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","48","0","0",1,0,"ABA  180"
"298","1","00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","42","0","0",1,0,"ABA  269"
"299","1","00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","64","0","0","0",1,0,"ABA  177"
"300","1","00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","64","36","0","0",1,0,"ABA  172"
"301","1","00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","48","0","48","0",1,0,"ABA  148"
"302","1","00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","81","0","0","0","0",1,0,"ABA  175"
"303","1","00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","48","0","0","0","0",1,0,"ABA  147"
"304","1","00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","63","0","0","64","0","0",1,0,"ABA  278"
"305","1","00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","42","0","0","0","0","0",1,0,"ABA  081"
"306","1","00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","42","0","0","0","0","64","0",1,0,"ABA  275"
"307","1","00",2007,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","37","0","39","76","0","0","0","0","0","0","0",1,0,"ABA  181"
"308",NA,"00",2008,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",9,0,NA
"309","1","00",2008,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","18","18","0",1,0,"ABA  840"
"310",NA,"00",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0",15,0,NA
"311","1","00",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","64","64","64","0",1,0,"ABA  823"
"312","1","00",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","64","63","65","0",1,0,"ABA  914"
"313","1","00",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","63","64","64","64","64",1,0,"ABA  912"
"314","1","00",2008,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","63","0","0","64","63","63",1,0,"ABA  826"
"315",NA,"00",2008,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0",22,0,NA
"316","1","00",2008,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","18",1,0,"ABE  082"
"317","1","00",2008,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","18","18",1,0,"ABE  094"
"318","1","00",2008,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","48","0",1,0,"ABE  081"
"319","1","00",2008,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","18","0","0","0",1,0,"ABE  092"
"320","1","00",2008,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","16","0","0","0","0","0","0",1,0,"ABE  089"
"321","1","00",2008,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0",1,0,"ABE  084"
"322","1","00",2008,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0",1,0,"ABE  090"
"323",NA,"00",2008,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0",4,0,NA
"324","1","00",2008,"Lillö","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","30","0","30","30",1,0,"ABE  159"
"325",NA,"00",2008,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0",17,0,NA
"326","1","00",2008,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","81","81","0","0",1,0,"ABE  047"
"327","1","00",2008,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","81","81","0","0","0",1,0,"ABE  056"
"328","1","00",2008,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","81","81","81","81","0",1,0,"ABE  066"
"329","1","00",2008,"Österskär","0","0","0","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","42","0","0","0","0",1,0,"ABE  052"
"331",NA,"00",2008,"Söderskär","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0",1,0,NA
"333",NA,"00",2008,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0",7,0,NA
"334","1","00",2008,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","48","0",1,0,"ABA  849"
"335","1","00",2008,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","12","0","0","0","0",1,0,"ABA  843"
"336","1","00",2008,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","12","0","0","0","0",1,0,"ABA  847"
"337","1","00",2008,"Stridsbådan","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","6","0","0","0","0","0",1,0,"ABA  842"
"338",NA,"00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0",123,0,NA
"339","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","48",1,0,"ABA  904"
"340","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","36",1,0,"ABE  025"
"341","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","64","0",1,0,"ABA  938"
"342","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","64","0",1,0,"ABE  013"
"343","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","64","64","0",1,0,"ABE  011"
"344","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","48","48","48",1,0,"ABA  905"
"345","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","64","64","0","0",1,0,"ABE  020"
"346","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","63","64","0","0",1,0,"ABA  944"
"347","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","48","48","0","0",1,0,"ABA  987"
"348","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","42","0","0","42",1,0,"ABA  941"
"349","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","42","0","0","0","0",1,0,"ABA  919"
"350","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","42","0","0","0","0",1,0,"ABA  955"
"351","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","81","0","81","0","0","0",1,0,"ABE  024"
"352","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","40","42","0","0","0","0","0",1,0,"ABA  922"
"353","1","00",2008,"Västerskär","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0",1,0,"ABE  035"
"354",NA,"00",2009,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",6,0,NA
"355","1","00",2009,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6","0","6",1,0,"ABE  557"
"356","1","00",2009,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","6","6","0","0","0",1,0,"ABE  504"
"357","1","00",2009,"Abborren","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","24","0","0","0","0",1,0,"ABE  505"
"358",NA,"00",2009,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0",16,0,NA
"359","1","00",2009,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","36",1,0,"ABE  607"
"360","1","00",2009,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","36","0","0",1,0,"ABE  582"
"361","1","00",2009,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","65","64","0","0",1,0,"ABE  589"
"362","1","00",2009,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","64","0","0","0",1,0,"ABE  583"
"363","1","00",2009,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","64","0","0","0",1,0,"ABE  585"
"364","1","00",2009,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","64","0","0","0",1,0,"ABE  587"
"365","1","00",2009,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","64","0","0","0",1,0,"ABE  601"
"366","1","00",2009,"Bodskär","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","58","0","0","0","0","0",1,0,"ABE  605"
"367",NA,"00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0",89,0,NA
"368","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","64",1,0,"ABE  173"
"369","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","18",1,0,"ABE  327"
"370","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","18",1,0,"ABE  347"
"371","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","18","0",1,0,"ABE  187"
"372","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","18","18",1,0,"ABE  301"
"373","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","18","18",1,0,"ABE  310"
"374","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","36","0",1,0,"ABE  322"
"375","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","64","0","0",1,0,"ABE  190"
"376","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","64","0","64",1,0,"ABE  315"
"377","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","48","0","0",1,0,"ABE  198"
"378","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","18","0","0","0",1,0,"ABE  196"
"379","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","18","18","0","0",1,0,"ABE  341"
"380","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","30","0","0","0",1,0,"ABE  162"
"381","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","48","0","0","0",1,0,"ABE  179"
"382","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","18","0","0","0","0",1,0,"ABE  332"
"383","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","18","18","0","0","0",1,0,"ABE  309"
"384","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","36","0","0","0","0",1,0,"ABE  189"
"385","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","16","0","0","0","0","0",1,0,"ABE  171"
"386","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","16","0","0","0","36","36",1,0,"ABE  338"
"387","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","15","0","0","0","0","0","0",1,0,"ABE  163"
"388","1","00",2009,"Kalken","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","15","0","0","0","0","0","0",1,0,"ABE  311"
